Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_WCK_ON,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iTxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iRxDQVrefTrain
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_X16_1to4_SWIZZLE_RANDOM/FreqRanges_SingleRank/run_7/local_log.log,3,6000,5,16,0,0,1332,4,1,17,16,11,11,11,1,0,0,1,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,43,124,0,6,2,1,2,0,0,0,16,0,0,103,15,15,3,0,8,1,4,0,1,0,1,2,3,3,5,1,2,6,0,4,1,0,4,5,6,1,3,7,0,2,8,1,1,1,1,8,2,5,7,3,4,6,0,1,1,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_1to4_x16_1fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_34/local_log.log,3,4424,5,16,0,0,1806,4,1,14,12,8,8,8,1,1,1,1,0,8,6,2,3,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,32,217,4,4,2,1,2,0,0,0,16,0,0,247,15,15,3,0,8,1,4,0,1,0,1,2,3,1,4,2,3,6,0,5,1,1,2,4,5,0,8,7,6,3,1,1,0,0,3,4,1,7,0,5,8,6,2,1,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_1to4_x16_1fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_34/local_log.log,3,600,5,16,0,0,13158,4,1,4,3,1,1,1,1,1,0,0,0,1,0,0,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,108,161,6,0,0,1,2,0,0,0,16,0,0,617,15,15,3,0,8,1,4,0,1,0,1,2,3,1,4,2,3,6,0,5,1,1,2,4,5,0,8,7,6,3,1,1,0,0,3,4,1,7,0,5,8,6,2,1,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_1to4_x16_2fsp_SWIZZLE_RANDOM/system1/run_38/local_log.log,3,3688,5,16,0,0,2166,4,1,10,9,6,6,6,1,1,0,1,0,5,3,1,3,2,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0,239,87,6,6,1,1,2,0,0,0,16,0,0,827,15,15,3,0,8,1,4,0,1,0,1,2,3,0,2,1,6,4,5,3,0,0,0,1,2,8,5,7,6,3,4,0,0,1,6,4,3,0,1,8,2,5,7,1,1,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_1to4_x16_2fsp_SWIZZLE_RANDOM/system1/run_38/local_log.log,3,5000,5,16,0,0,1600,4,1,15,8,9,9,9,0,1,0,1,0,3,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,108,161,0,4,2,1,2,0,0,0,16,0,0,434,15,15,3,0,8,1,4,0,1,0,1,2,3,0,2,1,6,4,5,3,0,0,0,1,2,8,5,7,6,3,4,0,0,1,6,4,3,0,1,8,2,5,7,1,1,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_x16_2fsp_SWIZZLE_RANDOM/system2/run_46/local_log.log,3,2664,5,16,0,0,2996,2,1,10,6,2,2,2,0,0,0,0,0,1,1,1,2,4,8,8,5,0,0,2,1,1,1,0,0,1,0,0,0,185,241,0,4,2,1,2,0,0,0,16,0,0,355,15,15,3,0,8,1,4,0,1,0,1,2,3,5,1,4,2,6,0,3,0,0,4,3,5,8,0,6,7,2,1,0,0,1,2,1,8,5,3,6,4,0,7,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_x16_2fsp_SWIZZLE_RANDOM/system2/run_46/local_log.log,3,4192,5,16,0,0,1906,2,1,12,8,3,3,3,0,0,0,1,0,2,2,1,3,4,8,9,5,0,0,2,1,1,1,0,0,1,0,0,0,13,138,0,4,1,1,2,0,0,0,16,0,0,393,15,15,3,0,8,1,4,0,1,0,1,2,3,5,1,4,2,6,0,3,0,0,4,3,5,8,0,6,7,2,1,0,0,1,2,1,8,5,3,6,4,0,7,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_1to4_x16_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_42/local_log.log,3,3560,5,16,0,0,2244,4,1,10,6,6,6,6,0,0,0,1,0,2,3,1,3,2,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0,81,255,0,4,1,4,2,0,0,0,16,0,0,480,15,15,3,0,8,1,4,0,1,0,1,2,3,4,2,3,6,0,5,1,1,1,8,3,7,0,5,2,4,6,1,0,1,0,7,3,1,4,0,2,5,6,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_1to4_x16_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_42/local_log.log,3,4472,5,16,0,0,1786,4,1,13,12,8,8,8,1,1,0,1,0,8,5,2,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,98,81,6,4,1,4,2,0,0,0,16,0,0,869,15,15,3,0,8,1,4,0,1,0,1,2,3,4,2,3,6,0,5,1,1,1,8,3,7,0,5,2,4,6,1,0,1,0,7,3,1,4,0,2,5,6,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_1to4_x16_1fsp_SWIZZLE_RANDOM/system1/run_30/local_log.log,3,2808,5,16,0,0,2842,4,1,9,5,5,5,5,0,1,0,0,0,2,3,1,2,2,5,7,5,0,0,2,1,1,1,0,0,0,0,0,0,145,63,6,4,0,1,2,0,0,0,16,0,0,952,15,15,3,0,8,1,4,0,1,0,1,2,3,4,3,1,0,5,6,2,1,0,6,7,2,1,8,0,4,5,3,1,1,1,7,3,5,0,2,1,8,4,6,1,1,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/swizzle_tests/ch1_1to4_x16_1fsp_SWIZZLE_RANDOM/system1/run_30/local_log.log,3,4368,5,16,0,0,1830,4,1,13,7,8,8,8,0,0,0,0,0,3,5,2,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,31,68,6,0,0,1,2,0,0,0,16,0,0,268,15,15,3,0,8,1,4,0,1,0,1,2,3,4,3,1,0,5,6,2,1,0,6,7,2,1,8,0,4,5,3,1,1,1,7,3,5,0,2,1,8,4,6,1,1,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_cross_CBT_TxDQ/system/run_43/local_log.log,3,4736,5,16,0,0,1688,4,1,14,12,8,8,8,1,0,1,1,0,8,6,2,3,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,74,98,4,6,0,4,2,0,0,0,16,0,0,672,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,1,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_cross_CBT_TxDQ/system/run_43/local_log.log,3,4656,5,16,0,0,1716,4,1,13,7,8,8,8,0,0,0,0,0,3,5,2,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,240,186,4,0,0,4,2,0,0,0,16,0,0,937,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,1,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_21/local_log.log,3,6272,5,16,0,0,1274,4,1,18,16,11,11,11,1,0,1,1,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,54,107,4,0,1,1,2,0,0,0,16,0,0,161,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_21/local_log.log,3,6024,5,16,0,0,1328,4,1,17,9,11,11,11,0,1,0,0,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,59,49,0,4,1,1,2,0,0,0,16,0,0,425,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/datapath_tests_CA_Train_zero_skew_x16_1to4/run_1/local_log.log,3,2552,5,16,0,0,3126,4,1,8,4,4,4,4,0,1,0,1,0,1,2,1,2,2,5,6,5,0,0,2,1,1,1,0,0,0,0,0,0,28,6,4,0,2,1,2,0,0,0,16,0,0,961,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/datapath_tests_CA_Train_zero_skew_x16_1to4/run_1/local_log.log,3,4152,5,16,0,0,1924,4,1,12,6,7,7,7,0,1,0,1,0,2,4,1,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,123,225,4,4,1,1,2,0,0,0,16,0,0,500,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_39/local_log.log,3,6088,5,16,0,0,1314,4,1,17,9,11,11,11,0,0,0,0,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,185,208,6,6,1,1,2,0,0,0,16,0,0,185,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,2
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_39/local_log.log,3,6256,5,16,0,0,1278,4,1,18,9,11,11,11,0,1,1,0,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,0,115,6,0,2,1,2,0,0,0,16,0,0,516,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,2
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_1/system/run_8/local_log.log,3,1888,5,16,0,0,4220,4,1,6,5,3,3,3,1,1,0,0,0,2,1,1,2,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,58,127,0,6,1,2,2,0,0,0,16,0,0,597,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_1/system/run_8/local_log.log,3,1832,5,16,0,0,4348,4,1,6,4,3,3,3,0,0,0,0,0,1,1,1,2,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,42,88,6,4,2,2,2,0,0,0,16,0,0,397,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iTxDQVrefTrain_1/system/run_26/local_log.log,3,4648,5,16,0,0,1720,4,1,14,7,8,8,8,0,0,1,1,0,3,6,2,3,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,210,186,0,6,0,1,2,0,0,0,16,0,0,242,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,1,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iTxDQVrefTrain_1/system/run_26/local_log.log,3,6104,5,16,0,0,1310,4,1,17,9,11,11,11,0,1,0,0,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,9,215,4,6,1,1,2,0,0,0,16,0,0,904,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,1,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_cross_stress_CBT_TxDQ/system/run_47/local_log.log,3,3408,5,16,0,0,2342,4,1,10,6,6,6,6,0,1,0,0,0,2,3,1,3,2,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0,85,218,4,4,1,2,2,0,0,0,16,0,0,295,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,2,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_cross_stress_CBT_TxDQ/system/run_47/local_log.log,3,1000,5,16,0,0,7938,4,1,4,3,1,1,1,1,1,1,0,0,1,0,0,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,193,205,4,6,2,2,2,0,0,0,16,0,0,243,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,2,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iRxDQVrefTrain_1/system/run_35/local_log.log,3,2512,5,16,0,0,3176,4,1,8,7,4,4,4,1,0,0,0,0,4,2,1,2,2,5,6,5,0,0,2,1,1,1,0,0,0,0,0,0,142,187,4,4,1,1,2,0,0,0,16,0,0,212,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,1
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iRxDQVrefTrain_1/system/run_35/local_log.log,3,5960,5,16,0,0,1342,4,1,17,15,10,10,10,1,0,1,0,0,10,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,238,176,6,6,2,1,2,0,0,0,16,0,0,401,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,1
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iTxDQVrefTrain_2/FreqRanges_SingleRank/run_31/local_log.log,3,6008,5,16,0,0,1330,4,1,17,16,11,11,11,1,1,0,1,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,215,243,6,6,0,1,2,0,0,0,16,0,0,183,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,2,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/training_tests/ch1_X16_1to4_MinorMode_iTxDQVrefTrain_2/FreqRanges_SingleRank/run_31/local_log.log,3,6224,5,16,0,0,1284,4,1,17,16,11,11,11,1,1,0,1,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,212,50,0,4,1,1,2,0,0,0,16,0,0,720,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,2,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/Jira_tests/Jira/Jira1415_1to4_Low_Freq/run_16/local_log.log,3,456,5,16,0,0,17242,4,1,3,2,0,0,0,1,1,0,0,0,0,0,0,1,2,3,3,5,0,0,2,1,1,1,0,0,0,0,0,0,211,125,6,0,1,1,2,0,0,0,16,0,0,262,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/Jira_tests/Jira/Jira1415_1to4_Low_Freq/run_16/local_log.log,3,424,5,16,0,0,18520,4,1,3,2,0,0,0,1,1,1,0,0,0,0,0,1,2,3,3,5,0,0,2,1,1,1,0,0,0,0,0,0,248,89,4,0,0,1,2,0,0,0,16,0,0,650,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/dft_tests/dft/cfg_ch_1_dft_cdn_vip/run_12/local_log.log,3,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,178,136,4,0,2,4,2,0,0,0,16,0,0,485,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/dft_tests/dft/cfg_ch_1_dft_cdn_vip/run_12/local_log.log,3,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,231,65,4,0,1,4,2,0,0,0,16,0,0,879,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
